1,date,section,metric,condition,notes,source,id
2106.0,2025-06-18,B1S2,fire guard,fail,,Original,
2105.0,2025-06-18,B1S2,staking,pass,,Original,
2102.0,2025-06-18,B1S2,plant growth,pass,,Original,
2104.0,2025-06-18,B1S2,pruning,pass,,Original,
2110.0,2025-06-18,B1S2,dead plants,pass,,Original,
2103.0,2025-06-18,B1S2,leaf colour,pass,,Original,
2112.0,2025-06-18,B1S2,health status,pass,,Original,
2100.0,2025-06-18,B1S2,soil moisture,fail,to be irrigated,Original,
2094.0,2025-06-18,B1S2,insect pests,fail,1green vegetables bug found,Original,
2093.0,2025-06-18,B2S7,health status,pass,,Original,
2092.0,2025-06-18,B2S7,flowering,partial,,Original,
2091.0,2025-06-18,B2S7,dead plants,pass,,Original,
2090.0,2025-06-18,B2S7,fire guard,pass,,Original,
2089.0,2025-06-18,B2S7,drippers,pass,,Original,
2088.0,2025-06-18,B2S7,pipes,pass,,Original,
2087.0,2025-06-18,B2S7,pipes,pass,,Original,
2086.0,2025-06-18,B2S7,soil moisture,fail,irrigation cycles should continues,Original,
2085.0,2025-06-18,B2S7,soil nutrients,pass,,Original,
2084.0,2025-06-18,B2S7,leaf colour,pass,,Original,
2101.0,2025-06-18,B1S2,soil nutrients,pass,,Original,
2083.0,2025-06-18,B2S7,plant growth,pass,,Original,
2081.0,2025-06-18,B2S7,pruning,pass,,Original,
2080.0,2025-06-18,B2S7,inrows,pass,,Original,
2079.0,2025-06-18,B2S7,basin formation,pass,,Original,
2078.0,2025-06-18,B2S7,basin weeds,pass,,Original,
2077.0,2025-06-18,B2S7,diseases,pass,,Original,
2076.0,2025-06-18,B2S7,insect pests,fail,2 green vegetable bugs and their unhetched eggs,Original,
2096.0,2025-06-18,B1S2,basin weeds,pass,,Original,
2097.0,2025-06-18,B1S2,basin formation,pass,,Original,
2098.0,2025-06-18,B1S2,inrows,partial,,Original,
2111.0,2025-06-18,B1S2,flowering,partial,few early flowers,Original,
2099.0,2025-06-18,B1S2,mowing,pass,,Original,
2082.0,2025-06-18,B2S7,staking,pass,[1],Original,
,2025-06-18,B2S5,diseases,partial,Minor infection,Sample,24.0
2095.0,2025-06-18,B1S2,diseases,pass,,Original,
2115.0,2025-06-19,B2S6,basin weeds,pass,,Original,
2116.0,2025-06-19,B2S6,basin formation,pass,,Original,
2131.0,2025-06-19,B2S6,health status,partial,,Original,
2130.0,2025-06-19,B2S6,flowering,partial,early flowers are few,Original,
2129.0,2025-06-19,B2S6,dead plants,pass,,Original,
2128.0,2025-06-19,B2S6,drippers,pass,,Original,
2126.0,2025-06-19,B2S6,pipes,pass,,Original,
2125.0,2025-06-19,B2S6,fire guard,fail,,Original,
2124.0,2025-06-19,B2S6,staking,pass,,Original,
2127.0,2025-06-19,B2S6,pipes,pass,,Original,
2122.0,2025-06-19,B2S6,plant growth,pass,,Original,
2123.0,2025-06-19,B2S6,pruning,partial,,Original,
2113.0,2025-06-19,B2S6,Insect pests,fail,3green vegetable bug adults found,Original,
2117.0,2025-06-19,B2S6,inrows,pass,,Original,
2118.0,2025-06-19,B2S6,mowing,pass,,Original,
2114.0,2025-06-19,B2S6,diseases,partial,,Original,
2120.0,2025-06-19,B2S6,soil nutrients,partial,,Original,
2121.0,2025-06-19,B2S6,leaf colour,pass,,Original,
2119.0,2025-06-19,B2S6,soil moisture,fail,to be irrigated,Original,
2143.0,2025-06-20,B2S8,pipes,pass,,Original,
,2025-06-20,B2S5,Pest,partial,Monitoring needed,Sample,149.0
2148.0,2025-06-20,B2S8,health status,partial,,Original,
2147.0,2025-06-20,B2S8,flowering,partial,few early flowers,Original,
2146.0,2025-06-20,B2S8,dead plants,pass,,Original,
2145.0,2025-06-20,B2S8,drippers,pass,,Original,
2144.0,2025-06-20,B2S8,pipes,pass,,Original,
2142.0,2025-06-20,B2S8,staking,pass,,Original,
2140.0,2025-06-20,B2S8,leaf colour,partial,,Original,
2139.0,2025-06-20,B2S8,plant growth,partial,,Original,
2138.0,2025-06-20,B2S8,soil nutrients,partial,,Original,
2137.0,2025-06-20,B2S8,soil moisture,fail,the field is dry,Original,
2136.0,2025-06-20,B2S8,mowing,pass,,Original,
2135.0,2025-06-20,B2S8,inrows,pass,,Original,
2134.0,2025-06-20,B2S8,basin formation,pass,,Original,
2132.0,2025-06-20,B2S8,Insect pests,pass,3 green vegetable bugs found,Original,
2141.0,2025-06-20,B2S8,pruning,partial,inprogress,Original,
2133.0,2025-06-20,B2S8,basin weeds,pass,,Original,
2170.0,2025-06-21,B2S1B,basin formation,pass,,Original,
2175.0,2025-06-21,B2S1B,soil moisture,fail,,Original,
2172.0,2025-06-21,B2S1B,inrows,pass,,Original,
2173.0,2025-06-21,B2S1B,pruning,partial,few to be pruned,Original,
2176.0,2025-06-21,B2S1B,soil nutrients,pass,,Original,
2171.0,2025-06-21,B2S1B,mowing,pass,was smartly slashed,Original,
2174.0,2025-06-21,B2S1B,staking,pass,,Original,
,2025-06-21,B1S2,Damage,partial,Mixed results observed,Sample,13.0
2180.0,2025-06-21,B2S1B,pipes,pass,,Original,
2178.0,2025-06-21,B2S1B,leaf colour,pass,,Original,
2179.0,2025-06-21,B2S1B,pipes,pass,,Original,
2181.0,2025-06-21,B2S1B,drippers,pass,,Original,
2182.0,2025-06-21,B2S1B,dead plants,pass,,Original,
2183.0,2025-06-21,B2S1B,flowering,partial,very few plants start flowering,Original,
2184.0,2025-06-21,B2S1B,health status,pass,,Original,
2177.0,2025-06-21,B2S1B,plant growth,pass,,Original,
2169.0,2025-06-21,B2S1B,basin weeds,pass,,Original,
2156.0,2025-06-21,B2S1A,staking,pass,,Original,
2155.0,2025-06-21,B2S1A,pruning,fail,,Original,
2149.0,2025-06-21,B2S1A,insect pests,pass,,Original,
2150.0,2025-06-21,B2S1A,diseases,pass,,Original,
2151.0,2025-06-21,B2S1A,basin weeds,pass,,Original,
2152.0,2025-06-21,B2S1A,basin formation,pass,,Original,
2153.0,2025-06-21,B2S1A,inrows,pass,,Original,
2154.0,2025-06-21,B2S1A,mowing,pass,,Original,
2168.0,2025-06-21,B2S1B,diseases,pass,,Original,
2157.0,2025-06-21,B2S1A,soil moisture,fail,the field is dry,Original,
2158.0,2025-06-21,B2S1A,soil nutrients,pass,,Original,
2159.0,2025-06-21,B2S1A,plant growth,pass,,Original,
2161.0,2025-06-21,B2S1A,pipes,pass,,Original,
2162.0,2025-06-21,B2S1A,pipes,pass,,Original,
2163.0,2025-06-21,B2S1A,drippers,pass,,Original,
2164.0,2025-06-21,B2S1A,dead plants,pass,,Original,
2165.0,2025-06-21,B2S1A,flowering,partial,,Original,
2166.0,2025-06-21,B2S1A,health status,pass,,Original,
2167.0,2025-06-21,B2S1B,insect pests,pass,,Original,
2160.0,2025-06-21,B2S1A,leaf colour,pass,,Original,
,2025-06-22,B2S8,nutsetting,fail,Immediate action required,Sample,33.0
,2025-06-22,B2S8,soil moisture,pass,Optimal conditions,Sample,55.0
2190.0,2025-06-23,B2S2,inrows,pass,shrubs recoveries,Original,
2191.0,2025-06-23,B2S2,pruning,partial,few plant to be pruned,Original,
2189.0,2025-06-23,B2S2,mowing,pass,,Original,
2195.0,2025-06-23,B2S2,soil nutrients,pass,compost manure was applied,Original,
2187.0,2025-06-23,B2S2,basin weeds,pass,weeds regrowth,Original,
2186.0,2025-06-23,B2S2,diseases,pass,,Original,
2185.0,2025-06-23,B2S2,insect pests,pass,,Original,
2188.0,2025-06-23,B2S2,basin formation,pass,,Original,
2196.0,2025-06-23,B2S2,pipes,pass,,Original,
2193.0,2025-06-23,B2S2,plant growth,pass,,Original,
2219.0,2025-06-23,B2S4,fire guard,pass,,Original,
2220.0,2025-06-23,B2S4,health status,pass,,Original,
2218.0,2025-06-23,B2S4,flowering,fail,,Original,
2217.0,2025-06-23,B2S4,dead plants,pass,,Original,
2216.0,2025-06-23,B2S4,drippers,pass,,Original,
2215.0,2025-06-23,B2S4,pipes,pass,,Original,
2214.0,2025-06-23,B2S4,pipes,pass,,Original,
2213.0,2025-06-23,B2S4,soil nutrients,pass,,Original,
2212.0,2025-06-23,B2S4,leaf colour,pass,,Original,
2211.0,2025-06-23,B2S4,plant growth,pass,,Original,
2210.0,2025-06-23,B2S4,staking,pass,,Original,
2209.0,2025-06-23,B2S4,pruning,partial,early tree training,Original,
2208.0,2025-06-23,B2S4,mowing,pass,,Original,
,2025-06-23,B2S8,destumping,pass,Good condition maintained - 7% area coverage,Sample,155.0
2206.0,2025-06-23,B2S4,basins,fail,,Original,
2192.0,2025-06-23,B2S2,staking,pass,,Original,
2197.0,2025-06-23,B2S2,pipes,pass,,Original,
2198.0,2025-06-23,B2S2,drippers,pass,,Original,
2207.0,2025-06-23,B2S4,inrows,pass,,Original,
2200.0,2025-06-23,B2S2,flowering,fail,very few racemes,Original,
2199.0,2025-06-23,B2S2,dead plants,pass,,Original,
2201.0,2025-06-23,B2S2,fire guard,pass,,Original,
2202.0,2025-06-23,B2S2,health status,pass,,Original,
2203.0,2025-06-23,B2S4,Insect pests,pass,,Original,
2204.0,2025-06-23,B2S4,diseases,pass,,Original,
2205.0,2025-06-23,B2S4,basin weeds,pass,,Original,
2194.0,2025-06-23,B2S2,leaf colour,partial,,Original,
2235.0,2025-06-24,B2S3,drippers,pass,,Original,
2236.0,2025-06-24,B2S3,dead plants,pass,,Original,
2237.0,2025-06-24,B2S3,flowering,partial,,Original,
2238.0,2025-06-24,B2S3,fire guard,fail,,Original,
2243.0,2025-06-24,B2S5,basin formation,pass,,Original,
2240.0,2025-06-24,B2S5,Insect pests,pass,,Original,
2241.0,2025-06-24,B2S5,diseases,pass,,Original,
2242.0,2025-06-24,B2S5,basin weeds,pass,weeds regrowth,Original,
2234.0,2025-06-24,B2S3,pipes,pass,,Original,
2239.0,2025-06-24,B2S3,health status,pass,,Original,
2233.0,2025-06-24,B2S3,pipes,pass,,Original,
2226.0,2025-06-24,B2S3,mowing,partial,,Original,
2231.0,2025-06-24,B2S3,plant growth,pass,,Original,
2230.0,2025-06-24,B2S3,soil moisture,partial,due to irrigation,Original,
2229.0,2025-06-24,B2S3,soil nutrients,pass,,Original,
2228.0,2025-06-24,B2S3,staking,pass,,Original,
2227.0,2025-06-24,B2S3,pruning,partial,first 4lines requires height control,Original,
2225.0,2025-06-24,B2S3,inrows,pass,,Original,
2224.0,2025-06-24,B2S3,basin formation,pass,only 2 lines left,Original,
2223.0,2025-06-24,B2S3,basin weeds,pass,due to horse shoe basin making,Original,
2222.0,2025-06-24,B2S3,diseases,pass,,Original,
2221.0,2025-06-24,B2S3,insect pests,pass,,Original,
2244.0,2025-06-24,B2S5,inrows,pass,,Original,
2232.0,2025-06-24,B2S3,leaf colour,pass,,Original,
,2025-06-24,B1S1,nutsetting,pass,All systems operating normally,Sample,6.0
2246.0,2025-06-24,B2S5,soil moisture,fail,,Original,
2247.0,2025-06-24,B2S5,soil nutrients,pass,,Original,
2245.0,2025-06-24,B2S5,mowing,pass,,Original,
2257.0,2025-06-24,B2S5,health status,pass,,Original,
2256.0,2025-06-24,B2S5,fire guard,fail,,Original,
2255.0,2025-06-24,B2S5,flowering,partial,,Original,
2254.0,2025-06-24,B2S5,dead plants,pass,,Original,
,2025-06-24,B2S4,plant growth,pass,Standards met,Sample,199.0
2252.0,2025-06-24,B2S5,drippers,pass,,Original,
2248.0,2025-06-24,B2S5,leaf colour,pass,,Original,
2249.0,2025-06-24,B2S5,plant growth,pass,,Original,
2253.0,2025-06-24,B2S5,pruning,pass,,Original,
2251.0,2025-06-24,B2S5,pipes,pass,,Original,
2250.0,2025-06-24,B2S5,pipes,pass,,Original,
,2025-06-25,B1S2,dead plants,pass,All systems operating normally,Sample,139.0
2277.0,2025-06-26,B1S2,basin weeds,pass,,Original,
2278.0,2025-06-26,B1S2,inrows,fail,black jack to be slashed,Original,
2279.0,2025-06-26,B1S2,mowing,partial,,Original,
2280.0,2025-06-26,B1S2,pruning,pass,,Original,
2281.0,2025-06-26,B1S2,soil moisture,partial,,Original,
2282.0,2025-06-26,B1S2,staking,pass,,Original,
2283.0,2025-06-26,B1S2,soil nutrients,pass,,Original,
2276.0,2025-06-26,B1S2,diseases,pass,,Original,
2286.0,2025-06-26,B1S2,contours,fail,,Original,
2287.0,2025-06-26,B1S2,dead plants,pass,,Original,
2288.0,2025-06-26,B1S2,flowering,partial,,Original,
2289.0,2025-06-26,B1S2,fire guard,fail,,Original,
2290.0,2025-06-26,B1S2,health status,pass,,Original,
2284.0,2025-06-26,B1S2,leaf colour,pass,,Original,
2285.0,2025-06-26,B1S2,plant growth,pass,,Original,
2275.0,2025-06-26,B1S2,insect pests,fail,1 green stink bug and some eggs found,Original,
2273.0,2025-06-26,B1S1,fire guard,fail,to be actioned before August a month of fire out break,Original,
2258.0,2025-06-26,B1S1,insect pests,fail,4 green vegetable bugs found and some eggs,Original,
2259.0,2025-06-26,B1S1,diseases,pass,,Original,
2260.0,2025-06-26,B1S1,basin weeds,pass,,Original,
2261.0,2025-06-26,B1S1,basin formation,pass,,Original,
2262.0,2025-06-26,B1S1,inrows,fail,to be slashed toavoid pests hosting,Original,
2274.0,2025-06-26,B1S1,health status,pass,,Original,
2264.0,2025-06-26,B1S1,soil moisture,pass,only 2 draines record dry,Original,
2263.0,2025-06-26,B1S1,mowing,partial,inprogress,Original,
2266.0,2025-06-26,B1S1,staking,pass,,Original,
2267.0,2025-06-26,B1S1,soil nutrients,pass,,Original,
2268.0,2025-06-26,B1S1,leaf colour,pass,,Original,
2269.0,2025-06-26,B1S1,plant growth,pass,,Original,
2270.0,2025-06-26,B1S1,contours,fail,to be slashed,Original,
2272.0,2025-06-26,B1S1,flowering,partial,early flowering is low,Original,
2265.0,2025-06-26,B1S1,pruning,pass,,Original,
2271.0,2025-06-26,B1S1,dead plants,pass,,Original,
,2025-06-27,B2S2,Soil,pass,Good soil condition - 40% area coverage,Sample,73.0
,2025-06-27,B2S7,flowering,pass,Optimal conditions,Sample,126.0
,2025-06-27,B2S4,Insect pests,partial,Some pest activity,Sample,29.0
2296.0,2025-06-27,B2S7,mowing,pass,,Original,
2302.0,2025-06-27,B2S7,flowering,partial,,Original,
2306.0,2025-06-27,B2S7,health status,pass,,Original,
2305.0,2025-06-27,B2S7,soil nutrients,pass,,Original,
2304.0,2025-06-27,B2S7,dead plants,pass,,Original,
2303.0,2025-06-27,B2S7,fire guard,pass,,Original,
2301.0,2025-06-27,B2S7,plant growth,pass,,Original,
2300.0,2025-06-27,B2S7,leaf colour,pass,,Original,
2298.0,2025-06-27,B2S7,staking,pass,,Original,
2299.0,2025-06-27,B2S7,soil moisture,pass,due to irrigation,Original,
2297.0,2025-06-27,B2S7,pruning,pass,,Original,
2295.0,2025-06-27,B2S7,inrows,partial,grass recoveries,Original,
2294.0,2025-06-27,B2S7,basin formation,pass,,Original,
2293.0,2025-06-27,B2S7,basin weeds,pass,,Original,
2292.0,2025-06-27,B2S7,diseases,pass,,Original,
2291.0,2025-06-27,B2S7,Insect pests,fail,1 green stink bug found,Original,
2318.0,2025-06-28,B2S6,plant growth,pass,,Original,
2317.0,2025-06-28,B2S6,leaf colour,pass,,Original,
2316.0,2025-06-28,B2S6,soil nutrients,pass,,Original,
2319.0,2025-06-28,B2S6,pipes,pass,,Original,
2322.0,2025-06-28,B2S6,dead plants,pass,,Original,
2321.0,2025-06-28,B2S6,drippers,pass,,Original,
2323.0,2025-06-28,B2S6,flowering,partial,,Original,
2315.0,2025-06-28,B2S6,soil moisture,partial,,Original,
2324.0,2025-06-28,B2S6,health status,pass,,Original,
2320.0,2025-06-28,B2S6,pipes,pass,,Original,
2314.0,2025-06-28,B2S6,staking,pass,,Original,
2309.0,2025-06-28,B2S6,basin weeds,pass,,Original,
2312.0,2025-06-28,B2S6,mowing,pass,,Original,
,2025-06-28,B2S7,staking,pass,All systems operating normally - 8 plants affected,Sample,66.0
2313.0,2025-06-28,B2S6,pruning,pass,,Original,
2308.0,2025-06-28,B2S6,diseases,pass,,Original,
2307.0,2025-06-28,B2S6,insect pests,pass,only eggs of green vegetable bugs found [unhetched],Original,
2310.0,2025-06-28,B2S6,basin formation,pass,,Original,
2311.0,2025-06-28,B2S6,inrows,pass,,Original,
2342.0,2025-06-30,B2S8,fire guard,fail,,Original,
2333.0,2025-06-30,B2S8,staking,pass,,Original,
2339.0,2025-06-30,B2S8,pipes,pass,,Original,
2338.0,2025-06-30,B2S8,pipes,pass,,Original,
2337.0,2025-06-30,B2S8,dead plants,pass,,Original,
2336.0,2025-06-30,B2S8,soil nutrients,pass,,Original,
2335.0,2025-06-30,B2S8,plant growth,pass,,Original,
2334.0,2025-06-30,B2S8,leaf colour,pass,,Original,
2340.0,2025-06-30,B2S8,drippers,pass,,Original,
2343.0,2025-06-30,B2S8,health status,pass,,Original,
2332.0,2025-06-30,B2S8,pruning,pass,,Original,
2327.0,2025-06-30,B2S8,basin weeds,pass,,Original,
2331.0,2025-06-30,B2S8,soil moisture,pass,due to heavy rain,Original,
2330.0,2025-06-30,B2S8,mowing,pass,inaccessibles fail,Original,
2329.0,2025-06-30,B2S8,inrows,pass,,Original,
2328.0,2025-06-30,B2S8,basin formation,fail,,Original,
2341.0,2025-06-30,B2S8,flowering,partial,,Original,
2326.0,2025-06-30,B2S8,diseases,pass,,Original,
2325.0,2025-06-30,B2S8,insect pests,pass,,Original,
2371.0,2025-07-01,B2S1B,soil moisture,pass,,Original,
2372.0,2025-07-01,B2S1B,pruning,partial,,Original,
2373.0,2025-07-01,B2S1B,staking,pass,,Original,
2347.0,2025-07-01,B2S1A,basin weeds,pass,,Original,
2374.0,2025-07-01,B2S1B,leaf colour,pass,,Original,
2381.0,2025-07-01,B2S1B,flowering,partial,,Original,
2379.0,2025-07-01,B2S1B,drippers,pass,,Original,
2380.0,2025-07-01,B2S1B,fire guard,fail,,Original,
2350.0,2025-07-01,B2S1A,mowing,pass,,Original,
2349.0,2025-07-01,B2S1A,inrows,pass,,Original,
2348.0,2025-07-01,B2S1A,basin formation,pass,,Original,
2376.0,2025-07-01,B2S1B,soil nutrients,pass,,Original,
2377.0,2025-07-01,B2S1B,pipes,pass,,Original,
2378.0,2025-07-01,B2S1B,pipes,pass,,Original,
2375.0,2025-07-01,B2S1B,plant growth,pass,,Original,
2370.0,2025-07-01,B2S1B,basin formation,pass,,Original,
2382.0,2025-07-01,B2S1B,bud break,partial,,Original,
2351.0,2025-07-01,B2S1A,soil moisture,pass,,Original,
2356.0,2025-07-01,B2S1A,plant growth,pass,,Original,
2357.0,2025-07-01,B2S1A,fire guard,fail,,Original,
2383.0,2025-07-01,B2S1B,health status,pass,,Original,
2358.0,2025-07-01,B2S1A,flowering,partial,,Original,
2359.0,2025-07-01,B2S1A,dead plants,pass,,Original,
2360.0,2025-07-01,B2S1A,pipes,pass,,Original,
2361.0,2025-07-01,B2S1A,pipes,pass,,Original,
2369.0,2025-07-01,B2S1B,mowing,pass,,Original,
2362.0,2025-07-01,B2S1A,drippers,pass,,Original,
2352.0,2025-07-01,B2S1A,pruning,pass,,Original,
2363.0,2025-07-01,B2S1A,health status,pass,,Original,
2364.0,2025-07-01,B2S1A,bud break,partial,,Original,
2365.0,2025-07-01,B2S1B,insect pests,pass,,Original,
2366.0,2025-07-01,B2S1B,diseases,pass,,Original,
2367.0,2025-07-01,B2S1B,basin weeds,pass,,Original,
2368.0,2025-07-01,B2S1B,inrows,pass,,Original,
2353.0,2025-07-01,B2S1A,staking,pass,,Original,
2346.0,2025-07-01,B2S1A,diseases,pass,,Original,
2354.0,2025-07-01,B2S1A,soil nutrients,pass,,Original,
,2025-07-01,B2S6,destumping,partial,Moderate condition - Low priority,Sample,25.0
,2025-07-01,B1S2,moisture,partial,Partial irrigation,Sample,133.0
2345.0,2025-07-01,B2S1A,insect pests,pass,,Original,
2355.0,2025-07-01,B2S1A,leaf colour,pass,,Original,
2398.0,2025-07-02,B1S1,drippers,pass,,Original,
2412.0,2025-07-02,B1S2,soil nutrients,pass,,Original,
2413.0,2025-07-02,B1S2,plant growth,pass,,Original,
2414.0,2025-07-02,B1S2,leaf colour,pass,,Original,
2416.0,2025-07-02,B1S2,pipes,pass,,Original,
2417.0,2025-07-02,B1S2,drippers,pass,,Original,
2418.0,2025-07-02,B1S2,dead plants,pass,,Original,
2419.0,2025-07-02,B1S2,flowering,partial,,Original,
2420.0,2025-07-02,B1S2,bud break,partial,,Original,
2422.0,2025-07-02,B1S2,health status,pass,,Original,
2411.0,2025-07-02,B1S2,pruning,pass,,Original,
588.0,2025-07-02,B2S1B,health status,pass,,Original,
587.0,2025-07-02,B2S1B,dead plants,pass,,Original,
586.0,2025-07-02,B2S1B,moisture,fail,,Original,
585.0,2025-07-02,B2S1B,inaccessibles,fail,,Original,
584.0,2025-07-02,B2S1B,mowing,pass,,Original,
583.0,2025-07-02,B2S1B,inrows,fail,,Original,
582.0,2025-07-02,B2S1B,basin weeds,pass,,Original,
581.0,2025-07-02,B2S1B,diseases,pass,,Original,
580.0,2025-07-02,B2S1B,Insect pests,fail,some green veg bug nymphals and nut borer damage,Original,
2421.0,2025-07-02,B1S2,fire guard,fail,,Original,
2410.0,2025-07-02,B1S2,soil moisture,pass,,Original,
2409.0,2025-07-02,B1S2,mowing,pass,,Original,
2408.0,2025-07-02,B1S2,inrows,partial,,Original,
2397.0,2025-07-02,B1S1,pipes,pass,,Original,
2396.0,2025-07-02,B1S1,pipes,pass,,Original,
2395.0,2025-07-02,B1S1,leaf colour,pass,,Original,
2394.0,2025-07-02,B1S1,plant growth,pass,,Original,
2400.0,2025-07-02,B1S1,flowering,partial,,Original,
2393.0,2025-07-02,B1S1,soil nutrients,pass,,Original,
2392.0,2025-07-02,B1S1,staking,pass,,Original,
2391.0,2025-07-02,B1S1,pruning,pass,,Original,
2390.0,2025-07-02,B1S1,soil moisture,pass,,Original,
2389.0,2025-07-02,B1S1,mowing,pass,,Original,
2399.0,2025-07-02,B1S1,dead plants,pass,,Original,
2388.0,2025-07-02,B1S1,inrows,fail,,Original,
2386.0,2025-07-02,B1S1,basin weeds,pass,,Original,
2385.0,2025-07-02,B1S1,diseases,pass,,Original,
2384.0,2025-07-02,B1S1,insect pests,pass,,Original,
2401.0,2025-07-02,B1S1,bud break,pass,,Original,
2402.0,2025-07-02,B1S1,fire guard,fail,,Original,
2403.0,2025-07-02,B1S1,health status,pass,,Original,
2404.0,2025-07-02,B1S2,insect pests,pass,,Original,
2405.0,2025-07-02,B1S2,diseases,pass,,Original,
2406.0,2025-07-02,B1S2,basin weeds,pass,,Original,
2407.0,2025-07-02,B1S2,basin formation,pass,,Original,
2387.0,2025-07-02,B1S1,basin formation,pass,,Original,
2415.0,2025-07-02,B1S2,pipes,pass,,Original,
2438.0,2025-07-03,B2S2,bud break,partial,,Original,
,2025-07-03,B2S1B,nutdrop,pass,No issues detected,Sample,121.0
2435.0,2025-07-03,B2S2,pipes,pass,,Original,
2434.0,2025-07-03,B2S2,pipes,pass,,Original,
2433.0,2025-07-03,B2S2,soil nutrients,pass,,Original,
2432.0,2025-07-03,B2S2,plant growth,pass,,Original,
2431.0,2025-07-03,B2S2,leaf colour,pass,,Original,
2439.0,2025-07-03,B2S2,fire guard,pass,,Original,
2440.0,2025-07-03,B2S2,health status,pass,,Original,
2430.0,2025-07-03,B2S2,staking,pass,,Original,
2429.0,2025-07-03,B2S2,pruning,partial,,Original,
2428.0,2025-07-03,B2S2,soil moisture,pass,,Original,
2427.0,2025-07-03,B2S2,inrows,partial,,Original,
2426.0,2025-07-03,B2S2,mowing,partial,,Original,
2436.0,2025-07-03,B2S2,drippers,pass,,Original,
2425.0,2025-07-03,B2S2,basin formation,pass,,Original,
2423.0,2025-07-03,B2S2,insect pests,pass,,Original,
,2025-07-03,B2S4,destumping,partial,Some areas need attention,Sample,150.0
2424.0,2025-07-03,B2S2,diseases,pass,,Original,
2437.0,2025-07-03,B2S2,dead plants,pass,,Original,
2480.0,2025-07-04,B2S4,health status,pass,,Original,
2464.0,2025-07-04,B2S4,basin formation,pass,,Original,
2463.0,2025-07-04,B2S4,basin weeds,pass,,Original,
2462.0,2025-07-04,B2S4,diseases,pass,,Original,
2461.0,2025-07-04,B2S4,insect pests,pass,,Original,
2460.0,2025-07-04,B2S4,health status,pass,,Original,
2459.0,2025-07-04,B2S4,drippers,pass,,Original,
2458.0,2025-07-04,B2S4,pipes,pass,,Original,
2457.0,2025-07-04,B2S4,pipes,pass,,Original,
2456.0,2025-07-04,B2S4,dead plants,pass,,Original,
2479.0,2025-07-04,B2S4,drippers,pass,,Original,
2478.0,2025-07-04,B2S4,pipes,pass,,Original,
2477.0,2025-07-04,B2S4,pipes,pass,,Original,
2476.0,2025-07-04,B2S4,dead plants,pass,,Original,
2475.0,2025-07-04,B2S4,staking,pass,,Original,
2474.0,2025-07-04,B2S4,pruning,fail,,Original,
2473.0,2025-07-04,B2S4,fire guard,fail,,Original,
2472.0,2025-07-04,B2S4,nutsetting,pass,,Original,
2471.0,2025-07-04,B2S4,flowering,partial,,Original,
2470.0,2025-07-04,B2S4,leaf colour,pass,,Original,
2469.0,2025-07-04,B2S4,soil nutrients,pass,,Original,
2468.0,2025-07-04,B2S4,plant growth,pass,,Original,
2467.0,2025-07-04,B2S4,soil moisture,pass,,Original,
2455.0,2025-07-04,B2S4,staking,pass,,Original,
2454.0,2025-07-04,B2S4,pruning,partial,,Original,
2466.0,2025-07-04,B2S4,mowing,pass,,Original,
2452.0,2025-07-04,B2S4,flowering,fail,,Original,
2451.0,2025-07-04,B2S4,soil moisture,pass,,Original,
2450.0,2025-07-04,B2S4,soil nutrients,pass,,Original,
2449.0,2025-07-04,B2S4,plant growth,pass,,Original,
2448.0,2025-07-04,B2S4,leaf colour,pass,,Original,
2447.0,2025-07-04,B2S4,basin formation,pass,,Original,
2446.0,2025-07-04,B2S4,mowing,pass,,Original,
2465.0,2025-07-04,B2S4,inrows,pass,,Original,
2445.0,2025-07-04,B2S4,inrows,pass,,Original,
2444.0,2025-07-04,B2S4,basin weeds,pass,,Original,
2443.0,2025-07-04,B2S4,diseases,pass,,Original,
2442.0,2025-07-04,B2S4,insect pests,pass,,Original,
2453.0,2025-07-04,B2S4,fire guard,pass,,Original,
,2025-07-06,B2S2,Dead Plant,pass,Optimal conditions,Sample,184.0
,2025-07-06,B1S2,Pest,pass,Pest-free area,Sample,115.0
,2025-07-07,B1S1,inrows,fail,Immediate action required,Sample,72.0
,2025-07-08,B2S8,Growth,partial,Requires monitoring,Sample,12.0
,2025-07-09,B1S2,fire guard,pass,No issues detected,Sample,40.0
,2025-07-10,B2S5,Insect pests,pass,No pests detected - 23% area coverage,Sample,60.0
,2025-07-10,B2S3,flowering,pass,No issues detected,Sample,192.0
,2025-07-12,B2S2,plant growth,pass,Excellent performance - 3 plants affected,Sample,8.0
,2025-07-15,B2S2,inaccessibles,fail,Failed inspection,Sample,183.0
,2025-07-15,B2S1A,fire guard,partial,Minor issues detected,Sample,142.0
,2025-07-15,B2S5,mowing,partial,Minor issues detected,Sample,47.0
,2025-07-16,B2S1A,bud break,pass,Excellent performance - 15% area coverage,Sample,62.0
,2025-07-17,B2S8,Disease,pass,Healthy crop,Sample,45.0
,2025-07-17,B2S1B,leaf colour,fail,Requires immediate attention,Sample,89.0
